area_type,availability,location,size,bath,balcony,price,bhk,total_sqft,price_per_sqft
Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,4.0,3.0,240.0,5,1200.0,20000.0
Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,4.0,2.0,155.0,4,2507.0,6182.688472277623
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,2.0,1.0,34.0,2,1061.0,3204.5240339302545
Super built-up  Area,Ready To Move,KR Puram,2 BHK,2.0,2.0,69.0,2,1290.0,5348.837209302325
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,2.0,1.0,42.6,2,1200.0,3550.0
Super built-up  Area,18-May,Bharathi Nagar,2 BHK,2.0,2.0,39.29,2,1120.0,3508.035714285714
Super built-up  Area,Ready To Move,Electronic City,1 BHK,1.0,1.0,12.0,1,418.0,2870.813397129187
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,3.0,1.0,50.0,3,1333.0,3750.9377344336085
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3.0,2.0,119.0,3,1691.0,7037.25606150207
Super built-up  Area,19-Dec,Thanisandra,1 BHK,1.0,0.0,34.355,1,747.0,4599.062918340026
Super built-up  Area,Ready To Move,Koramangala,3 BHK,3.0,3.0,250.0,3,1700.0,14705.882352941177
Super built-up  Area,19-May,Thanisandra,3 BHK,4.0,1.0,125.0,3,2030.0,6157.635467980295
Super built-up  Area,18-Mar,Balagere,2 BHK,2.0,1.0,70.0,2,1012.0,6916.99604743083
Carpet  Area,Ready To Move,Kudlu,3 BHK,2.0,1.0,60.0,3,1245.0,4819.277108433735
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3.0,2.0,118.0,3,1765.0,6685.552407932011
Super built-up  Area,Ready To Move,Gottigere,2 BHK,2.0,2.0,36.25,2,1110.0,3265.765765765766
Built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,47.8,2,967.0,4943.1230610134435
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,2.0,2.0,36.0,2,1044.0,3448.2758620689656
Super built-up  Area,Ready To Move,Brookefield,3 BHK,3.0,3.0,80.0,3,1518.0,5270.092226613966
Super built-up  Area,Ready To Move,KR Puram,3 BHK,2.0,2.0,57.0,3,1300.0,4384.615384615385
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,3.0,73.0,3,1798.0,4060.066740823137
Carpet  Area,Ready To Move,KR Puram,2 BHK,2.0,0.0,36.38,2,866.28,4199.565960197628
Super built-up  Area,18-Feb,Whitefield,4 BHK,5.0,3.0,253.0,4,3410.0,7419.354838709677
Super built-up  Area,Ready To Move,Singasandra,2 BHK,2.0,2.0,56.0,2,1179.0,4749.787955894826
Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,5.0,2.0,510.0,5,3600.0,14166.666666666666
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,2.0,1.0,48.0,2,1125.0,4266.666666666667
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,1.0,210.0,3,2098.0,10009.532888465204
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,1.0,270.0,3,2400.0,11250.0
Built-up  Area,Ready To Move,Haralur Road,3 BHK,3.0,2.0,92.0,3,1976.0,4655.87044534413
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,2.0,2.0,61.8,2,1190.0,5193.27731092437
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,3.0,192.0,3,1800.0,10666.666666666666
Super built-up  Area,19-Sep,Jakkur,3 BHK,3.0,1.0,84.52,3,1761.0,4799.545712663259
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,3.0,3.0,120.0,3,1700.0,7058.823529411765
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,4.0,1.0,70.0,4,900.0,7777.777777777777
Super built-up  Area,18-Apr,Electronic City,2 BHK,2.0,1.0,64.8,2,1128.0,5744.68085106383
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,85.0,3,2000.0,4250.0
Built-up  Area,18-Dec,Electronic City,3 BHK,2.0,1.0,35.25,3,1220.0,2889.344262295082
Super built-up  Area,19-Jan,Other,1 BHK,1.0,1.0,20.0,1,509.0,3929.2730844793714
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,4.0,2.0,122.0,3,1852.0,6587.473002159827
Super built-up  Area,20-Dec,Varthur,2 BHK,2.0,1.0,40.65,2,1045.0,3889.9521531100477
Super built-up  Area,Ready To Move,Other,4 BHK,4.0,2.0,215.0,4,3535.0,6082.036775106082
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,2.0,2.0,53.67,2,1102.0,4870.235934664247
Super built-up  Area,Ready To Move,Other,4 BHK,3.0,2.0,82.0,4,1800.0,4555.555555555556
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,2.0,2.0,75.0,3,1436.0,5222.841225626741
Super built-up  Area,Ready To Move,Other,3 BHK,2.0,2.0,52.0,3,1397.0,3722.2619899785254
Super built-up  Area,Ready To Move,Kothanur,2 BHK,2.0,2.0,56.0,2,1140.0,4912.2807017543855
Super built-up  Area,20-Jan,Balagere,1 BHK,1.0,1.0,55.0,1,645.0,8527.131782945737
Plot  Area,Ready To Move,Other,5 Bedroom,5.0,2.0,325.0,5,2350.0,13829.787234042553
Plot  Area,18-May,Nagarbhavi,3 Bedroom,3.0,2.0,225.0,3,1200.0,18750.0
Carpet  Area,Ready To Move,Other,3 BHK,3.0,2.0,135.0,3,2050.0,6585.365853658536
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2.0,1.0,95.0,2,1335.0,7116.104868913858
Plot  Area,Ready To Move,Other,2 Bedroom,1.0,1.0,200.0,2,2100.0,9523.809523809523
Super built-up  Area,18-Dec,Hebbal,3 BHK,3.0,2.0,77.68,3,1255.0,6189.641434262949
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2.0,1.0,59.0,2,1140.0,5175.438596491228
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,3.0,1.0,240.0,3,2376.0,10101.0101010101
Super built-up  Area,19-Mar,Thanisandra,1 BHK,1.0,1.0,46.0,1,663.0,6938.15987933635
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,0.0,146.0,2,1276.0,11442.006269592477
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3.0,3.0,60.9,3,1450.0,4200.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,3.0,3.0,66.0,3,1400.0,4714.285714285715
Super built-up  Area,17-Oct,Other,2 BHK,2.0,1.0,53.56,2,1339.0,4000.0
Built-up  Area,18-Dec,Electronic City,3 BHK,2.0,1.0,35.23,3,1220.0,2887.7049180327863
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,3.0,2.0,275.0,3,2200.0,12500.0
Built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,52.0,2,1305.0,3984.6743295019155
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,3.0,3.0,80.0,3,1740.0,4597.701149425287
Super built-up  Area,Ready To Move,Anekal,2 BHK,1.0,1.0,21.0,2,680.0,3088.235294117647
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2.0,2.0,47.0,2,1154.0,4072.790294627383
Built-up  Area,Ready To Move,Munnekollal,2 BHK,2.0,2.0,40.0,2,1200.0,3333.3333333333335
Super built-up  Area,Ready To Move,Hennur,2 BHK,2.0,2.0,54.5,2,1155.0,4718.614718614718
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2.0,3.0,63.0,3,1525.0,4131.147540983607
Built-up  Area,Ready To Move,Giri Nagar,1 Bedroom,1.0,1.0,125.0,1,600.0,20833.333333333332
Super built-up  Area,19-Dec,Hebbal,4 BHK,5.0,2.0,192.0,4,2470.0,7773.27935222672
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,2.0,1.0,60.0,2,1100.0,5454.545454545455
Super built-up  Area,Ready To Move,Hormavu,2 BHK,2.0,2.0,65.0,2,1250.0,5200.0
Super built-up  Area,Ready To Move,Kothanur,2 BHK,2.0,1.0,70.0,2,1400.0,5000.0
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,100.0,3,1600.0,6250.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,2.0,1.0,55.0,2,1060.0,5188.679245283019
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,2.0,2.0,50.0,2,1272.0,3930.817610062893
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,2.0,2.0,105.0,2,1296.0,8101.851851851852
Built-up  Area,Ready To Move,Other,4 BHK,3.0,2.0,280.0,4,2100.0,13333.333333333334
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,3.0,3.0,115.0,3,1945.0,5912.596401028278
Super built-up  Area,19-Nov,Chandapura,3 BHK,2.0,2.0,30.47,3,1033.0,2949.6611810261375
Super built-up  Area,Ready To Move,Other,3 BHK,2.0,2.0,69.0,3,2300.0,3000.0
Super built-up  Area,18-Aug,Other,2 BHK,2.0,2.0,52.76,2,1235.0,4272.064777327935
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,1.0,270.0,3,2100.0,12857.142857142857
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,42.5,2,850.0,5000.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,3.0,2.0,110.0,3,1880.0,5851.063829787234
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,4.0,2.0,368.0,4,2450.0,15020.408163265307
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,2.0,2.0,52.0,2,1060.0,4905.66037735849
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3.0,3.0,138.0,3,2041.0,6761.391474767271
Built-up  Area,Ready To Move,Hulimavu,2 Bedroom,2.0,2.0,125.0,2,1050.0,11904.761904761905
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,2.0,1.0,36.28,2,1037.0,3498.553519768563
Built-up  Area,21-Dec,Other,2 BHK,2.0,1.0,39.0,2,1150.0,3391.304347826087
Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,2.0,1.0,62.0,2,1184.0,5236.486486486487
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3.0,2.0,126.0,3,1680.0,7500.0
Super built-up  Area,18-Apr,Thanisandra,3 BHK,3.0,2.0,100.0,3,1411.0,7087.172218284904
Plot  Area,Ready To Move,Hosa Road,5 Bedroom,5.0,0.0,55.0,5,900.0,6111.111111111111
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,2.0,2.0,41.0,2,900.0,4555.555555555556
Built-up  Area,Ready To Move,Other,4 BHK,4.0,3.0,320.0,4,3500.0,9142.857142857143
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3.0,2.0,120.0,3,1702.0,7050.5287896592245
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2.0,2.0,45.0,2,1185.0,3797.46835443038
Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,3.0,1.0,64.0,3,1300.0,4923.076923076923
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,65.0,3,1545.0,4207.119741100324
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,2.0,2.0,135.0,3,1515.0,8910.89108910891
Super built-up  Area,Ready To Move,Jigani,3 BHK,3.0,3.0,55.0,3,1300.0,4230.7692307692305
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,2.0,1.0,57.0,2,1107.0,5149.051490514905
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,3.0,2.0,106.0,3,1720.0,6162.790697674419
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,150.0,3,1540.0,9740.25974025974
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2.0,1.0,44.5,2,1000.0,4450.0
Super built-up  Area,21-Dec,Electronic City,1 BHK,1.0,1.0,40.42,1,710.0,5692.957746478874
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2.0,1.0,38.0,2,1100.0,3454.5454545454545
Built-up  Area,Ready To Move,Other,4 Bedroom,4.0,0.0,270.0,4,3200.0,8437.5
Plot  Area,Ready To Move,Other,2 Bedroom,2.0,2.0,160.0,2,900.0,17777.777777777777
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2.0,0.0,48.0,2,1250.0,3840.0
Built-up  Area,Ready To Move,Kaggadasapura,5 Bedroom,4.0,3.0,130.0,5,2400.0,5416.666666666667
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,3.0,1.0,104.0,3,1584.01,6565.615116066187
Plot  Area,Ready To Move,Other,4 Bedroom,4.0,0.0,150.0,4,875.0,17142.85714285714
Plot  Area,Ready To Move,Kammasandra,4 Bedroom,6.0,3.0,60.0,4,1200.0,5000.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,2.0,2.0,70.0,3,1485.0,4713.804713804714
Built-up  Area,Ready To Move,Hennur Road,3 BHK,2.0,1.0,78.0,3,1100.0,7090.909090909091
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,2.0,1.0,59.0,2,1245.0,4738.955823293173
Built-up  Area,19-Dec,Hennur Road,4 Bedroom,4.0,0.0,154.0,4,1880.0,8191.489361702128
Super built-up  Area,20-Jul,Frazer Town,3 BHK,3.0,3.0,350.0,3,2214.0,15808.491418247515
Built-up  Area,18-Jun,Other,2 BHK,2.0,2.0,45.0,2,1050.0,4285.714285714285
Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,4.0,2.0,95.0,4,600.0,15833.333333333334
Super built-up  Area,19-Jul,Bannerghatta Road,3 BHK,3.0,2.0,105.0,3,1640.0,6402.4390243902435
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,65.0,2,1165.0,5579.399141630901
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2.0,1.0,43.0,2,1110.0,3873.873873873874
Super built-up  Area,Ready To Move,Other,7 BHK,5.0,2.0,200.0,7,1200.0,16666.666666666668
Built-up  Area,Ready To Move,Other,4 BHK,4.0,2.0,630.0,4,4000.0,15750.0
Built-up  Area,Ready To Move,Uttarahalli,4 Bedroom,4.0,0.0,150.0,4,4500.0,3333.3333333333335
Plot  Area,Ready To Move,Other,4 Bedroom,4.0,3.0,65.0,4,600.0,10833.333333333334
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2.0,2.0,75.0,2,1300.0,5769.2307692307695
Plot  Area,Ready To Move,Other,2 Bedroom,1.0,0.0,42.0,2,1200.0,3500.0
Super built-up  Area,18-Aug,Hennur Road,2 BHK,2.0,1.0,69.61,2,1232.0,5650.162337662337
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,3.0,2.0,94.36,3,1704.0,5537.55868544601
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2.0,2.0,88.0,3,1275.0,6901.9607843137255
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2.0,1.0,68.0,3,1222.0,5564.648117839607
Super built-up  Area,Ready To Move,Varthur,2 BHK,2.0,2.0,39.0,2,1155.0,3376.6233766233768
Super built-up  Area,18-Apr,Electronic City,2 BHK,2.0,1.0,29.95,2,1000.0,2995.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,2.0,1.0,45.0,2,1200.0,3750.0
Super built-up  Area,19-Dec,Yelahanka,3 BHK,3.0,2.0,71.28,3,1517.0,4698.7475280158205
Super built-up  Area,18-May,Horamavu Agara,2 BHK,2.0,1.0,37.29,2,1166.0,3198.1132075471696
Built-up  Area,Ready To Move,Electronic City,2 BHK,2.0,2.0,24.0,2,870.0,2758.6206896551726
Super built-up  Area,Ready To Move,5th Phase JP Nagar,5 BHK,5.0,2.0,170.0,5,4000.0,4250.0
Plot  Area,Ready To Move,Rajaji Nagar,4 Bedroom,4.0,1.0,230.0,4,1350.0,17037.037037037036
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,6.0,2.0,190.0,4,3019.0,6293.474660483604
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3.0,1.0,58.0,3,1345.0,4312.267657992565
Plot  Area,Ready To Move,Dommasandra,3 Bedroom,3.0,1.0,75.0,3,900.0,8333.333333333334
Super built-up  Area,Ready To Move,EPIP Zone,4 BHK,5.0,2.0,170.0,4,3800.0,4473.684210526316
Super built-up  Area,Ready To Move,Chandapura,3 BHK,2.0,2.0,38.0,3,971.0,3913.491246138002
Super built-up  Area,Ready To Move,Hennur,2 BHK,2.0,1.0,52.32,2,1255.0,4168.924302788844
Built-up  Area,Ready To Move,EPIP Zone,2 BHK,2.0,2.0,65.0,2,1810.0,3591.160220994475
Built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,58.0,2,1300.0,4461.538461538462
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2.0,2.0,45.0,2,1185.0,3797.46835443038
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,2.0,3.0,68.0,2,1350.0,5037.037037037037
Super built-up  Area,20-Jun,Budigere,3 BHK,3.0,0.0,76.16,3,1590.0,4789.937106918239
Super built-up  Area,Ready To Move,Other,7 BHK,6.0,3.0,180.0,7,3000.0,6000.0
Plot  Area,Ready To Move,Brookefield,4 Bedroom,3.0,2.0,149.0,4,1560.0,9551.28205128205
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,3.0,2.0,126.0,3,1650.0,7636.363636363636
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,87.0,3,1645.0,5288.753799392097
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3.0,2.0,103.0,3,1748.0,5892.448512585813
Plot  Area,18-Nov,Channasandra,3 Bedroom,3.0,1.0,67.77,3,1200.0,5647.5
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2.0,3.0,50.0,2,1170.0,4273.504273504273
Built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,4.0,2.0,225.0,4,3420.0,6578.9473684210525
Built-up  Area,Ready To Move,Hulimavu,3 BHK,2.0,2.0,65.0,3,1320.0,4924.242424242424
Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,3.0,2.0,84.53,3,1610.0,5250.310559006211
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,3.0,3.0,180.0,3,1870.0,9625.668449197861
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2.0,1.0,110.0,3,1510.0,7284.76821192053
Built-up  Area,Ready To Move,Other,6 Bedroom,7.0,3.0,110.0,6,2700.0,4074.074074074074
Super built-up  Area,Ready To Move,Other,3 BHK,2.0,1.0,45.68,3,1305.0,3500.383141762452
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,2.0,1.0,70.0,3,1500.0,4666.666666666667
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,2.0,1.0,130.0,2,1149.0,11314.186248912098
Built-up  Area,Ready To Move,Thanisandra,4 BHK,4.0,2.0,129.0,4,1948.0,6622.17659137577
Plot  Area,Ready To Move,Margondanahalli,3 Bedroom,3.0,1.0,70.0,3,1448.0,4834.254143646409
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2.0,1.0,78.0,2,1242.0,6280.193236714976
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,2.0,1.0,58.0,2,1268.0,4574.132492113565
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,2.0,1.0,50.0,2,1101.0,4541.326067211626
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,3.0,65.0,2,1255.0,5179.282868525896
Super built-up  Area,Ready To Move,Gunjur,3 BHK,3.0,1.0,62.63,3,1362.0,4598.384728340676
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3.0,2.0,140.0,3,984.0,14227.642276422765
Super built-up  Area,18-May,Hosa Road,2 BHK,2.0,1.0,32.67,2,1089.0,3000.0
Built-up  Area,Ready To Move,Other,2 BHK,1.0,3.0,95.0,2,800.0,11875.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,2.0,1.0,57.0,3,1345.0,4237.918215613383
Plot  Area,Ready To Move,Thanisandra,8 Bedroom,9.0,3.0,125.0,8,3600.0,3472.222222222222
Plot  Area,Ready To Move,Other,4 Bedroom,2.0,1.0,140.0,4,1650.0,8484.848484848484
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,2.0,1.0,45.0,2,950.0,4736.8421052631575
Super built-up  Area,Ready To Move,HBR Layout,2 BHK,2.0,1.0,43.0,2,1068.0,4026.2172284644193
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,1.0,2.0,31.0,2,860.0,3604.6511627906975
Built-up  Area,Ready To Move,Kengeri,8 Bedroom,5.0,2.0,130.0,8,3000.0,4333.333333333333
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3.0,2.0,66.73,3,1756.0,3800.113895216401
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2.0,1.0,41.0,2,1205.0,3402.4896265560164
Plot  Area,Ready To Move,Hoodi,8 Bedroom,8.0,2.0,155.0,8,1120.0,13839.285714285714
Super built-up  Area,Ready To Move,Banashankari,3 BHK,3.0,2.0,125.0,3,1800.0,6944.444444444444
Super built-up  Area,18-Jan,Other,4 BHK,5.0,2.0,2912.0,4,8321.0,34995.79377478668
Built-up  Area,Ready To Move,Hormavu,3 BHK,3.0,0.0,68.0,3,1604.0,4239.401496259352
Super built-up  Area,18-May,Old Airport Road,4 BHK,4.0,3.0,204.0,4,2732.0,7467.0571010248905
Super built-up  Area,18-Dec,Chandapura,2 BHK,2.0,2.0,25.88,2,1015.0,2549.753694581281
Super built-up  Area,Ready To Move,Banashankari,3 BHK,2.0,2.0,42.0,3,1200.0,3500.0
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,2.0,2.0,38.0,2,1010.0,3762.3762376237623
Built-up  Area,Ready To Move,Nagarbhavi,2 Bedroom,3.0,0.0,170.0,2,1250.0,13600.0
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,2.0,1.0,41.0,2,1010.0,4059.4059405940593
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2.0,2.0,33.1,2,1050.0,3152.3809523809523
Super built-up  Area,Ready To Move,Harlur,3 BHK,3.0,2.0,85.0,3,1710.0,4970.7602339181285
Super built-up  Area,19-Jan,Mysore Road,3 BHK,3.0,2.0,115.0,3,1248.52,9210.90571236344
Built-up  Area,Ready To Move,Attibele,1 BHK,1.0,1.0,10.0,1,410.0,2439.0243902439024
Super built-up  Area,18-Oct,Bannerghatta Road,3 BHK,2.0,1.0,62.93,3,1656.0,3800.1207729468597
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,1.0,68.0,3,1451.0,4686.423156443831
Super built-up  Area,Ready To Move,Giri Nagar,6 BHK,3.0,0.0,175.0,6,1200.0,14583.333333333334
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,2.0,2.0,93.0,2,1250.0,7440.0
Plot  Area,Ready To Move,Other,3 Bedroom,3.0,3.0,240.0,3,4395.0,5460.750853242321
Super built-up  Area,Ready To Move,Hebbal,4 BHK,6.0,2.0,650.0,4,4600.0,14130.434782608696
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,2.0,3.0,42.0,3,1340.0,3134.3283582089553
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,38.5,2,1100.0,3500.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,6.0,2.0,700.0,4,6000.0,11666.666666666666
Super built-up  Area,Ready To Move,Devarachikkanahalli,3 BHK,3.0,1.0,71.0,3,1700.0,4176.470588235294
Plot  Area,Ready To Move,Yelahanka,6 Bedroom,5.0,0.0,150.0,6,1200.0,12500.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,2.0,1.0,43.0,2,1096.0,3923.3576642335765
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,2.0,1.0,33.5,2,1160.0,2887.9310344827586
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,139.0,3,1936.0,7179.752066115702
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,2.0,2.0,63.0,3,1269.0,4964.5390070921985
Super built-up  Area,19-Dec,Other,3 BHK,3.0,1.0,630.0,3,3500.0,18000.0
Super built-up  Area,18-May,Panathur,3 BHK,3.0,1.0,125.0,3,1586.0,7881.462799495586
Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,2.0,1.0,124.0,2,1376.0,9011.627906976744
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3.0,3.0,56.5,3,1452.0,3891.184573002755
Super built-up  Area,18-Aug,Hosa Road,3 BHK,3.0,1.0,107.0,3,1538.0,6957.087126137842
Super built-up  Area,18-May,Hosur Road,3 BHK,2.0,1.0,130.0,3,1427.0,9110.021023125439
Built-up  Area,Ready To Move,Other,2 BHK,2.0,0.0,40.0,2,935.0,4278.07486631016
Built-up  Area,Ready To Move,Other,2 BHK,2.0,3.0,65.0,2,1220.0,5327.868852459016
Super built-up  Area,Ready To Move,Harlur,2 BHK,2.0,1.0,77.0,2,1197.0,6432.748538011696
Super built-up  Area,18-Dec,Varthur,2 BHK,1.0,1.0,19.9,2,674.0,2952.522255192878
Built-up  Area,Ready To Move,Kengeri,1 BHK,1.0,1.0,15.0,1,410.0,3658.5365853658536
Built-up  Area,18-Apr,Thanisandra,3 BHK,3.0,1.0,90.0,3,1573.0,5721.551176096631
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,2.0,2.0,58.0,2,1135.0,5110.132158590309
Built-up  Area,18-Dec,Other,3 BHK,2.0,1.0,40.43,3,1400.0,2887.8571428571427
Super built-up  Area,Ready To Move,Other,1 BHK,1.0,0.0,65.0,1,1200.0,5416.666666666667
Plot  Area,Ready To Move,Other,3 Bedroom,3.0,0.0,95.0,3,1800.0,5277.777777777777
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,108.0,3,2045.0,5281.173594132029
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,2.0,1.0,56.0,2,1268.0,4416.403785488959
Super built-up  Area,Ready To Move,Kambipura,2 BHK,2.0,1.0,39.0,2,883.0,4416.761041902605
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3.0,3.0,100.0,3,1600.0,6250.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2.0,2.0,70.0,2,1056.0,6628.787878787879
Plot  Area,Ready To Move,Jigani,10 Bedroom,11.0,2.0,105.0,10,1200.0,8750.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4.0,2.0,330.0,4,4500.0,7333.333333333333
Super built-up  Area,Ready To Move,KR Puram,2 BHK,2.0,2.0,58.0,2,1204.0,4817.275747508305
Super built-up  Area,Ready To Move,Other,3 BHK,2.0,1.0,54.0,3,1410.0,3829.7872340425533
Built-up  Area,Ready To Move,Hennur Road,2 BHK,2.0,1.0,80.3,2,1460.0,5500.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,2.0,1.0,41.18,2,1100.0,3743.6363636363635
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,88.0,2,1310.0,6717.557251908397
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,3.0,2.0,90.0,3,1600.0,5625.0
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,55.0,2,1250.0,4400.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3.0,2.0,74.93,3,1665.0,4500.3003003003005
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,2.0,1.0,57.0,3,1345.0,4237.918215613383
Built-up  Area,Ready To Move,Other,5 Bedroom,5.0,2.0,240.0,5,2000.0,12000.0
Super built-up  Area,Ready To Move,Singasandra,2 BHK,2.0,2.0,67.0,2,1416.0,4731.6384180790965
